COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-02-29 08:38:27","728160","15.08838828","0.0001666","53.2197","42.9037","99.7485","260.3695","0","999","8007","-0.000013304","-0.000005","0","4201938","0 STARLINK-5022","1 53903U 22119T   24060.36004315 -.00000500  00000-0 -13304-4 0  9991","2 53903  53.2197  42.9037 0001666  99.7485 260.3695 15.08838828 80072","2022-119T","53903","6917.884","95.438","540.901","538.596","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-01 05:18:28","170432","15.08846629","0.0001553","53.2182","39.0373","89.8645","270.2525","0","999","7978","-0.000012601","-0.00000489","0","4202627","0 STARLINK-5022","1 53903U 22119T   24061.22115938 -.00000489  00000-0 -12601-4 0  9996","2 53903  53.2182  39.0373 0001553  89.8645 270.2525 15.08846629 79785","2022-119T","53903","6917.860","95.437","540.799","538.651","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-01 05:18:28","170432","15.08846629","0.0001553","53.2182","39.0373","89.8645","270.2525","0","999","8020","-0.000012601","-0.00000489","0","4202819","0 STARLINK-5022","1 53903U 22119T   24061.22115938 -.00000489  00000-0 -12601-4 0  9996","2 53903  53.2182  39.0373 0001553  89.8645 270.2525 15.08846629 80204","2022-119T","53903","6917.860","95.437","540.799","538.651","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-01 14:50:47","296608","15.08841191","0.0001559","53.2181","37.2533","89.8216","270.2954","0","999","7984","-0.000032008","-0.00000797","0","4202940","0 STARLINK-5022","1 53903U 22119T   24061.61860297 -.00000797  00000-0 -32008-4 0  9999","2 53903  53.2181  37.2533 0001559  89.8216 270.2954 15.08841191 79844","2022-119T","53903","6917.877","95.437","540.820","538.663","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-01 14:50:47","296608","15.08841191","0.0001559","53.2181","37.2533","89.8216","270.2954","0","999","8026","-0.000032008","-0.00000797","0","4203428","0 STARLINK-5022","1 53903U 22119T   24061.61860297 -.00000797  00000-0 -32008-4 0  9999","2 53903  53.2181  37.2533 0001559  89.8216 270.2954 15.08841191 80262","2022-119T","53903","6917.877","95.437","540.820","538.663","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-02 05:09:16","204896","15.08828035","0.0001581","53.2185","34.5763","87.0585","273.0588","0","999","7993","0.00014462","0.00002014","0","4204022","0 STARLINK-5022","1 53903U 22119T   24062.21477089  .00002014  00000-0  14462-3 0  9994","2 53903  53.2185  34.5763 0001581  87.0585 273.0588 15.08828035 79933","2022-119T","53903","6917.917","95.438","540.876","538.688","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-02 05:09:16","204896","15.08828035","0.0001581","53.2185","34.5763","87.0585","273.0588","0","999","8035","0.00014462","0.00002014","0","4204354","0 STARLINK-5022","1 53903U 22119T   24062.21477089  .00002014  00000-0  14462-3 0  9994","2 53903  53.2185  34.5763 0001581  87.0585 273.0588 15.08828035 80351","2022-119T","53903","6917.917","95.438","540.876","538.688","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-03 03:24:39","902400","15.08841106","0.0001523","53.2193","30.4158","92.8385","267.2781","0","999","8007","0.000028409","0.00000164","0","4205014","0 STARLINK-5022","1 53903U 22119T   24063.14212850  .00000164  00000-0  28409-4 0  9991","2 53903  53.2193  30.4158 0001523  92.8385 267.2781 15.08841106 80074","2022-119T","53903","6917.877","95.437","540.796","538.688","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-03 06:35:25","959264","15.08843176","0.0001547","53.2196","29.8212","93.3371","266.7798","0","999","8051","0.000087253","0.00001101","0","4206173","0 STARLINK-5022","1 53903U 22119T   24063.27460601  .00001101  00000-0  87253-4 0  9998","2 53903  53.2196  29.8212 0001547  93.3371 266.7798 15.08843176 80517","2022-119T","53903","6917.871","95.437","540.806","538.665","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-04 06:26:11","689440","15.08860543","0.0001493","53.2194","25.3607","93.2686","266.8477","0","999","8024","0.00024964","0.00003689","0","4207380","0 STARLINK-5022","1 53903U 22119T   24064.26819085  .00003689  00000-0  24964-3 0  9994","2 53903  53.2194  25.3607 0001493  93.2686 266.8477 15.08860543 80244","2022-119T","53903","6917.818","95.436","540.715","538.650","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-04 06:26:11","689440","15.08860543","0.0001493","53.2194","25.3607","93.2686","266.8477","0","999","8066","0.00024964","0.00003689","0","4208022","0 STARLINK-5022","1 53903U 22119T   24064.26819085  .00003689  00000-0  24964-3 0  9994","2 53903  53.2194  25.3607 0001493  93.2686 266.8477 15.08860543 80660","2022-119T","53903","6917.818","95.436","540.715","538.650","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-04 14:23:08","679264","15.08842923","0.0002067","53.2194","23.8732","77.6287","282.4937","0","999","8029","0.000096063","0.00001241","0","4208117","0 STARLINK-5022","1 53903U 22119T   24064.59940601  .00001241  00000-0  96063-4 0  9991","2 53903  53.2194  23.8732 0002067  77.6287 282.4937 15.08842923 80299","2022-119T","53903","6917.871","95.437","541.166","538.307","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-04 14:23:08","679264","15.08842923","0.0002067","53.2194","23.8732","77.6287","282.4937","0","999","8071","0.000096063","0.00001241","0","4208633","0 STARLINK-5022","1 53903U 22119T   24064.59940601  .00001241  00000-0  96063-4 0  9991","2 53903  53.2194  23.8732 0002067  77.6287 282.4937 15.08842923 80716","2022-119T","53903","6917.871","95.437","541.166","538.307","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-05 03:06:15","84000","15.08826611","0.0001504","53.219","21.4939","85.1783","274.9381","0","999","8037","-0.000081359","-0.00001582","0","4208708","0 STARLINK-5022","1 53903U 22119T   24065.12934125 -.00001582  00000-0 -81359-4 0  9997","2 53903  53.2190  21.4939 0001504  85.1783 274.9381 15.08826611 80372","2022-119T","53903","6917.921","95.438","540.827","538.746","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-05 06:17:00","587904","15.08829732","0.0001612","53.2194","20.8955","80.5815","279.536","0","999","8081","-0.000092785","-0.00001764","0","4209183","0 STARLINK-5022","1 53903U 22119T   24065.26181236 -.00001764  00000-0 -92785-4 0  9996","2 53903  53.2194  20.8955 0001612  80.5815 279.5360 15.08829732 80816","2022-119T","53903","6917.912","95.438","540.892","538.662","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-05 06:17:00","587904","15.08829732","0.0001612","53.2194","20.8955","80.5815","279.536","0","999","8039","-0.000092785","-0.00001764","0","4209324","0 STARLINK-5022","1 53903U 22119T   24065.26181236 -.00001764  00000-0 -92785-4 0  9996","2 53903  53.2194  20.8955 0001612  80.5815 279.5360 15.08829732 80399","2022-119T","53903","6917.912","95.438","540.892","538.662","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-06 02:57:00","850464","15.08848042","0.0001576","53.2191","17.0299","85.9693","274.1479","0","999","8052","0.00004595","0.00000443","0","4210427","0 STARLINK-5022","1 53903U 22119T   24066.12292651  .00000443  00000-0  45950-4 0  9999","2 53903  53.2191  17.0299 0001576  85.9693 274.1479 15.08848042 80529","2022-119T","53903","6917.856","95.437","540.811","538.631","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-06 02:57:00","850464","15.08848042","0.0001576","53.2191","17.0299","85.9693","274.1479","0","999","8094","0.00004595","0.00000443","0","4211361","0 STARLINK-5022","1 53903U 22119T   24066.12292651  .00000443  00000-0  45950-4 0  9999","2 53903  53.2191  17.0299 0001576  85.9693 274.1479 15.08848042 80945","2022-119T","53903","6917.856","95.437","540.811","538.631","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-07 02:47:48","110784","15.08846719","0.0001686","53.2189","12.571","98.0943","262.0241","0","999","8067","0.00034463","0.00005202","0","4212031","0 STARLINK-5022","1 53903U 22119T   24067.11652906  .00005202  00000-0  34463-3 0  9996","2 53903  53.2189  12.5710 0001686  98.0943 262.0241 15.08846719 80677","2022-119T","53903","6917.860","95.437","540.891","538.559","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-07 05:58:34","164192","15.08851241","0.0001633","53.2187","11.9753","101.3684","258.7492","0","999","8111","0.0003481","0.00005258","0","4212721","0 STARLINK-5022","1 53903U 22119T   24067.24900653  .00005258  00000-0  34810-3 0  9992","2 53903  53.2187  11.9753 0001633 101.3684 258.7492 15.08851241 81113","2022-119T","53903","6917.846","95.437","540.841","538.581","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-08 01:03:12","103776","15.08841983","0.0001526","53.2189","8.4087","95.41","264.7066","0","999","8081","0.000073704","0.00000885","0","4212801","0 STARLINK-5022","1 53903U 22119T   24068.04389009  .00000885  00000-0  73704-4 0  9994","2 53903  53.2189   8.4087 0001526  95.4100 264.7066 15.08841983 80815","2022-119T","53903","6917.874","95.437","540.795","538.684","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-08 05:49:21","374400","15.08845194","0.0001553","53.2188","7.5143","98.7682","261.3486","0","999","8126","0.00014149","0.00001965","0","4214683","0 STARLINK-5022","1 53903U 22119T   24068.24260850  .00001965  00000-0  14149-3 0  9995","2 53903  53.2188   7.5143 0001553  98.7682 261.3486 15.08845194 81265","2022-119T","53903","6917.865","95.437","540.804","538.655","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-09 02:29:22","40448","15.08842473","0.0001167","53.2176","3.6518","91.5005","268.6121","0","999","8097","0.000071159","0.00000845","0","4215298","0 STARLINK-5022","1 53903U 22119T   24069.10372732  .00000845  00000-0  71159-4 0  9995","2 53903  53.2176   3.6518 0001167  91.5005 268.6121 15.08842473 80976","2022-119T","53903","6917.873","95.437","540.545","538.931","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-09 05:40:08","192352","15.08848363","0.0001358","53.2177","3.0561","91.5723","268.5424","0","999","8141","0.00021679","0.00003165","0","4216444","0 STARLINK-5022","1 53903U 22119T   24069.23620593  .00003165  00000-0  21679-3 0  9999","2 53903  53.2177   3.0561 0001358  91.5723 268.5424 15.08848363 81417","2022-119T","53903","6917.855","95.437","540.659","538.780","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-09 19:58:36","752448","15.08841203","0.0001342","53.2182","0.3779","84.3379","275.7766","0","999","8150","0.000092667","0.00001187","0","4216947","0 STARLINK-5022","1 53903U 22119T   24069.83236982  .00001187  00000-0  92667-4 0  9998","2 53903  53.2182   0.3779 0001342  84.3379 275.7766 15.08841203 81509","2022-119T","53903","6917.877","95.437","540.670","538.813","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-10 02:20:09","159936","15.08845519","0.0001304","53.2177","359.1908","70.7426","289.3707","0","999","8154","0.00015935","0.00002249","0","4218257","0 STARLINK-5022","1 53903U 22119T   24070.09732824  .00002249  00000-0  15935-3 0  9996","2 53903  53.2177 359.1908 0001304  70.7426 289.3707 15.08845519 81546","2022-119T","53903","6917.864","95.437","540.631","538.826","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-10 18:14:00","888864","15.08836723","0.0001278","53.2192","356.224","91.0264","269.0874","0","999","8122","0.000033499","0.00000245","0","4218413","0 STARLINK-5022","1 53903U 22119T   24070.75973251  .00000245  00000-0  33499-4 0  9990","2 53903  53.2192 356.2240 0001278  91.0264 269.0874 15.08836723 81228","2022-119T","53903","6917.890","95.438","540.640","538.871","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-10 23:00:10","582848","15.08835021","0.0001471","53.2192","355.3309","93.782","266.334","0","999","8167","-0.000061267","-0.00001263","0","4218864","0 STARLINK-5022","1 53903U 22119T   24070.95845582 -.00001263  00000-0 -61267-4 0  9994","2 53903  53.2192 355.3309 0001471  93.7820 266.3340 15.08835021 81673","2022-119T","53903","6917.896","95.438","540.778","538.743","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-11 11:43:15","360672","15.08842077","0.0001489","53.2188","352.9493","90.6767","269.4395","0","999","8175","0.000036183","0.00000288","0","4220034","0 STARLINK-5022","1 53903U 22119T   24071.48837223  .00000288  00000-0  36183-4 0  9999","2 53903  53.2188 352.9493 0001489  90.6767 269.4395 15.08842077 81752","2022-119T","53903","6917.874","95.437","540.769","538.709","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-12 03:37:06","988512","15.08841157","0.000159","53.2182","349.9755","92.391","267.7264","0","999","8143","0.000077568","0.00000947","0","4220706","0 STARLINK-5022","1 53903U 22119T   24072.15077533  .00000947  00000-0  77568-4 0  9998","2 53903  53.2182 349.9755 0001590  92.3910 267.7264 15.08841157 81434","2022-119T","53903","6917.877","95.437","540.842","538.642","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-12 03:37:06","988512","15.08841157","0.000159","53.2182","349.9755","92.391","267.7264","0","999","8185","0.000077568","0.00000947","0","4222103","0 STARLINK-5022","1 53903U 22119T   24072.15077533  .00000947  00000-0  77568-4 0  9998","2 53903  53.2182 349.9755 0001590  92.3910 267.7264 15.08841157 81850","2022-119T","53903","6917.877","95.437","540.842","538.642","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-13 11:24:49","949568","15.08842509","0.0001574","53.2186","344.0272","87.0027","273.1145","0","999","8163","0.00016377","0.0000232","0","4222980","0 STARLINK-5022","1 53903U 22119T   24073.47557812  .00002320  00000-0  16377-3 0  9994","2 53903  53.2186 344.0272 0001574  87.0027 273.1145 15.08842509 81633","2022-119T","53903","6917.873","95.437","540.827","538.649","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-13 11:24:49","949568","15.08842509","0.0001574","53.2186","344.0272","87.0027","273.1145","0","999","8205","0.00016377","0.0000232","0","4223455","0 STARLINK-5022","1 53903U 22119T   24073.47557812  .00002320  00000-0  16377-3 0  9994","2 53903  53.2186 344.0272 0001574  87.0027 273.1145 15.08842509 82050","2022-119T","53903","6917.873","95.437","540.827","538.649","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-13 22:32:31","778016","15.0884649","0.0001577","53.2179","341.9469","85.4925","274.6248","0","999","8212","0.00021119","0.00003075","0","4223970","0 STARLINK-5022","1 53903U 22119T   24073.93925669  .00003075  00000-0  21119-3 0  9992","2 53903  53.2179 341.9469 0001577  85.4925 274.6248 15.08846490 82129","2022-119T","53903","6917.861","95.437","540.816","538.635","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-14 03:18:40","777344","15.08854436","0.000158","53.2176","341.0533","92.3236","267.7937","0","999","8173","0.00026323","0.00003905","0","4224679","0 STARLINK-5022","1 53903U 22119T   24074.13797196  .00003905  00000-0  26323-3 0  9991","2 53903  53.2176 341.0533 0001580  92.3236 267.7937 15.08854436 81738","2022-119T","53903","6917.836","95.437","540.794","538.608","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-14 03:18:40","777344","15.08854436","0.000158","53.2176","341.0533","92.3236","267.7937","0","999","8215","0.00026323","0.00003905","0","4225152","0 STARLINK-5022","1 53903U 22119T   24074.13797196  .00003905  00000-0  26323-3 0  9991","2 53903  53.2176 341.0533 0001580  92.3236 267.7937 15.08854436 82155","2022-119T","53903","6917.836","95.437","540.794","538.608","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-14 20:47:56","781888","15.08816203","0.0002237","53.2175","337.7773","113.9982","246.1245","0","999","8184","0.0012438","0.0001955","0","4225293","0 STARLINK-5022","1 53903U 22119T   24074.86662942  .00019550  00000-0  12438-2 0  9995","2 53903  53.2175 337.7773 0002237 113.9982 246.1245 15.08816203 81848","2022-119T","53903","6917.953","95.439","541.366","538.271","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-14 22:23:19","623264","15.08823221","0.0002187","53.218","337.4792","118.0262","242.0951","0","999","8227","0.00093819","0.00014668","0","4225645","0 STARLINK-5022","1 53903U 22119T   24074.93286601  .00014668  00000-0  93819-3 0  9995","2 53903  53.2180 337.4792 0002187 118.0262 242.0951 15.08823221 82278","2022-119T","53903","6917.932","95.439","541.310","538.284","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-14 23:58:42","89664","15.08843038","0.0001519","53.2181","337.1901","84.6656","275.4509","0","999","8186","0.00010661","0.00001409","0","4225788","0 STARLINK-5022","1 53903U 22119T   24074.99909826  .00001409  00000-0  10661-3 0  9995","2 53903  53.2181 337.1901 0001519  84.6656 275.4509 15.08843038 81862","2022-119T","53903","6917.871","95.437","540.787","538.685","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-15 22:14:05","811360","15.0884497","0.0001531","53.218","333.0264","88.6995","271.4173","0","999","8242","0.00013592","0.00001876","0","4227250","0 STARLINK-5022","1 53903U 22119T   24075.92645615  .00001876  00000-0  13592-3 0  9996","2 53903  53.2180 333.0264 0001531  88.6995 271.4173 15.08844970 82424","2022-119T","53903","6917.865","95.437","540.789","538.671","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-15 23:49:28","701984","15.08848247","0.0001526","53.2175","332.7236","104.2216","255.8945","0","999","8243","0.000133","0.0000183","0","4228482","0 STARLINK-5022","1 53903U 22119T   24075.99269331  .00001830  00000-0  13300-3 0  9997","2 53903  53.2175 332.7236 0001526 104.2216 255.8945 15.08848247 82433","2022-119T","53903","6917.855","95.437","540.776","538.665","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-16 20:29:30","209568","15.08834402","0.0001569","53.2186","328.8656","102.8723","257.2444","0","999","8214","0.000012034","-0.00000096","0","4228628","0 STARLINK-5022","1 53903U 22119T   24076.85382187 -.00000096  00000-0  12034-4 0  9996","2 53903  53.2186 328.8656 0001569 102.8723 257.2444 15.08834402 82147","2022-119T","53903","6917.897","95.438","540.848","538.677","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-16 22:04:53","354208","15.08834328","0.0001563","53.2187","328.5685","102.4509","257.6658","0","999","8257","0.0000032416","-0.00000236","0","4229019","0 STARLINK-5022","1 53903U 22119T   24076.92006197 -.00000236  00000-0  32416-5 0  9991","2 53903  53.2187 328.5685 0001563 102.4509 257.6658 15.08834328 82574","2022-119T","53903","6917.898","95.438","540.844","538.681","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-17 02:51:02","608416","15.08840785","0.0001412","53.2187","327.6711","104.9513","255.1636","0","999","8260","0.0000051465","-0.00000206","0","4230125","0 STARLINK-5022","1 53903U 22119T   24077.11878019 -.00000206  00000-0  51465-5 0  9995","2 53903  53.2187 327.6711 0001412 104.9513 255.1636 15.08840785 82606","2022-119T","53903","6917.878","95.438","540.720","538.766","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-17 21:55:39","32544","15.08887136","0.000163","53.2188","324.1018","104.3658","255.7515","0","999","8272","-0.00063624","-0.00010413","0","4230670","0 STARLINK-5022","1 53903U 22119T   24077.91364621 -.00010413  00000-0 -63624-3 0  9992","2 53903  53.2188 324.1018 0001630 104.3658 255.7515 15.08887136 82721","2022-119T","53903","6917.736","95.435","540.729","538.474","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-18 02:41:48","829344","15.088617","0.0001582","53.2187","323.2092","116.3047","243.8107","0","999","8233","-0.000234","-0.00004012","0","4230827","0 STARLINK-5022","1 53903U 22119T   24078.11237071 -.00004012  00000-0 -23400-3 0  9999","2 53903  53.2187 323.2092 0001582 116.3047 243.8107 15.08861700 82334","2022-119T","53903","6917.814","95.436","540.773","538.585","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-18 02:41:48","829344","15.088617","0.0001582","53.2187","323.2092","116.3047","243.8107","0","999","8275","-0.000234","-0.00004012","0","4231680","0 STARLINK-5022","1 53903U 22119T   24078.11237071 -.00004012  00000-0 -23400-3 0  9999","2 53903  53.2187 323.2092 0001582 116.3047 243.8107 15.08861700 82750","2022-119T","53903","6917.814","95.436","540.773","538.585","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-18 17:00:17","907840","15.08842286","0.0002258","53.2183","320.5344","111.1153","249.0081","0","999","8242","0.0001371","0.00001894","0","4231830","0 STARLINK-5022","1 53903U 22119T   24078.70854060  .00001894  00000-0  13710-3 0  9993","2 53903  53.2183 320.5344 0002258 111.1153 249.0081 15.08842286 82429","2022-119T","53903","6917.873","95.437","541.300","538.176","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-18 21:46:27","626880","15.08838204","0.0001447","53.2182","319.6437","109.8734","250.2415","0","999","8287","0.00009787","0.0000127","0","4232179","0 STARLINK-5022","1 53903U 22119T   24078.90726420  .00001270  00000-0  97870-4 0  9991","2 53903  53.2182 319.6437 0001447 109.8734 250.2415 15.08838204 82877","2022-119T","53903","6917.886","95.438","540.752","538.750","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-19 00:57:13","762368","15.08840967","0.0001252","53.2184","319.0462","91.7265","268.3871","0","999","8289","0.00012397","0.00001686","0","4233772","0 STARLINK-5022","1 53903U 22119T   24079.03974262  .00001686  00000-0  12397-3 0  9996","2 53903  53.2184 319.0462 0001252  91.7265 268.3871 15.08840967 82890","2022-119T","53903","6917.877","95.437","540.609","538.876","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-19 21:37:13","879776","15.08852682","0.0001409","53.2193","315.1873","83.9257","276.1895","0","999","8260","0.00016543","0.00002347","0","4232972","0 STARLINK-5022","1 53903U 22119T   24079.90085509  .00002347  00000-0  16543-3 0  9991","2 53903  53.2193 315.1873 0001409  83.9257 276.1895 15.08852682 82600","2022-119T","53903","6917.842","95.437","540.681","538.732","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-19 23:12:36","956160","15.08854176","0.0001388","53.2185","314.8888","80.7531","279.3618","0","999","8303","0.00022719","0.00003331","0","4234892","0 STARLINK-5022","1 53903U 22119T   24079.96709440  .00003331  00000-0  22719-3 0  9990","2 53903  53.2185 314.8888 0001388  80.7531 279.3618 15.08854176 83035","2022-119T","53903","6917.837","95.437","540.662","538.742","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-20 19:52:38","600256","15.08837626","0.0001623","53.2183","311.0202","110.8615","249.2551","0","999","8274","-0.00007604","-0.00001498","0","4235031","0 STARLINK-5022","1 53903U 22119T   24080.82822454 -.00001498  00000-0 -76040-4 0  9999","2 53903  53.2183 311.0202 0001623 110.8615 249.2551 15.08837626 82742","2022-119T","53903","6917.888","95.438","540.875","538.630","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-20 21:28:01","866720","15.08836958","0.0001351","53.2183","310.7253","86.6994","273.4153","0","999","8317","0.0000042754","-0.0000022","0","4235427","0 STARLINK-5022","1 53903U 22119T   24080.89446605 -.00000220  00000-0  42754-5 0  9993","2 53903  53.2183 310.7253 0001351  86.6994 273.4153 15.08836958 83174","2022-119T","53903","6917.890","95.438","540.689","538.820","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-21 14:57:16","174368","15.08844702","0.0001124","53.2173","307.4515","81.7797","278.3322","0","999","8328","0.000059441","0.00000658","0","4236727","0 STARLINK-5022","1 53903U 22119T   24081.62310387  .00000658  00000-0  59441-4 0  9996","2 53903  53.2173 307.4515 0001124  81.7797 278.3322 15.08844702 83282","2022-119T","53903","6917.866","95.437","540.509","538.953","0"
"GENERATED VIA SPACETRACK.ORG API","18 SPCS","53903","STARLINK-5022","PAYLOAD","U","22119T","2024-03-21 19:43:25","339584","15.08852805","0.0001435","53.2171","306.5629","64.0702","296.0438","0","999","8289","0.00022817","0.00003346","0","4236870","0 STARLINK-5022","1 53903U 22119T   24081.82182106  .00003346  00000-0  22817-3 0  9997","2 53903  53.2171 306.5629 0001435  64.0702 296.0438 15.08852805 82895","2022-119T","53903","6917.841","95.437","540.699","538.714","0"
